question,consistent body,inconsistent body,consistent paraphrased,inconsistent paraphrased,answer
How many kilograms of gold does Joseph have now?,Grace has 9 kilograms of gold. Joseph has 18 kilograms of gold more than Grace. Joseph bought 18 kilograms more gold.,Grace has 9 kilograms of gold. Grace has 18 kilograms of gold less than Joseph. Joseph bought 18 kilograms more gold.,Grace has 9 kilograms of gold. Joseph has 18 kilograms more gold than Grace. Joseph bought 18 kilograms more gold. How many kilograms of gold does Joseph have now?,Grace has 9 kilograms of gold. Grace has 18 kilograms less gold than Joseph. Joseph bought 18 kilograms more gold. How many kilograms of gold does Joseph have now?,45
What is the number of red watchs that Ryan has?,Jackson has 4 orange suitcases. Jackson bought 9 orange suitcases. Jackson possesses 3 green package for every orange suitcase. Ryan has 20 fewer green packages than Jackson. Ryan bought 4 green packages. Ryan possesses 2 red watch for every green package.,Jackson has 4 orange suitcases. Jackson bought 9 orange suitcases. Jackson possesses 3 green package for every orange suitcase. Jackson has 20 more green packages than Ryan. Ryan bought 4 green packages. Ryan possesses 2 red watch for every green package.,Jackson has 4 orange suitcases. Jackson bought 9 more orange suitcases. Jackson possesses 3 green packages for every orange suitcase. Ryan has 20 fewer green packages than Jackson. Ryan bought 4 green packages. Ryan possesses 2 red watches for every green package. What is the number of red watches that Ryan has?,Jackson has 4 orange suitcases. Jackson bought 9 more orange suitcases. Jackson possesses 3 green packages for every orange suitcase. Jackson has 20 more green packages than Ryan. Ryan bought 4 green packages. Ryan possesses 2 red watches for every green package. What is the number of red watches that Ryan has?,46
What is the number of red baskets that Lucy has now?,Matthew has 19 red baskets. Matthew possesses 13 small microwave for every red basket. Matthew bought 7 small microwaves.  Lucy has 8 times the amount of red baskets compared to the amount Matthew has. Lucy bought 12 red baskets.,Matthew has 19 red baskets. Matthew possesses 13 small microwave for every red basket. Matthew bought 7 small microwaves.  Matthew has 1/8 the amount of red baskets compared to the amount Lucy has. Lucy bought 12 red baskets.,Matthew has 19 red baskets. Matthew possesses 13 small microwaves for every red basket. Matthew bought 7 small microwaves. Lucy has 8 times the number of red baskets compared to Matthew. Lucy bought 12 red baskets. What is the number of red baskets that Lucy has now?,Matthew has 19 red baskets. Matthew possesses 13 small microwaves for every red basket. Matthew bought 7 small microwaves. Matthew has 1/8 the number of red baskets compared to the number Lucy has. Lucy bought 12 red baskets. What is the number of red baskets that Lucy has now?,164
How many meters of rope does Sophia have?,Sofia owns 10 suitcases. Sofia bought 3 more suitcases. Sofia possesses 16 meters of rope per suitcase. Sophia has 15 meters of rope more than Sofia.,Sofia owns 10 suitcases. Sofia bought 3 more suitcases. Sofia possesses 16 meters of rope per suitcase. Sofia has 15 meters of rope less than Sophia.,Sofia owns 10 suitcases. Sofia bought 3 more suitcases. Sofia possesses 16 meters of rope per suitcase. Sophia has 15 meters of rope more than Sofia. How many meters of rope does Sophia have?,Sofia owns 10 suitcases. Sofia bought 3 more suitcases. Sofia possesses 16 meters of rope per suitcase. Sofia has 15 meters of rope less than Sophia. How many meters of rope does Sophia have?,223
How many umbrellas does David have in total?,There are 2 umbrellas in Jacob's collection. Jacob bought 17 umbrellas. David has 12 more umbrellas than Jacob.,There are 2 umbrellas in Jacob's collection. Jacob bought 17 umbrellas. Jacob has 12 fewer umbrellas than David.,There are 2 umbrellas in Jacob's collection. Jacob bought 17 umbrellas. David has 12 more umbrellas than Jacob. How many umbrellas does David have in total?,There are 2 umbrellas in Jacob's collection. Jacob bought 17 umbrellas. Jacob has 12 fewer umbrellas than David. How many umbrellas does David have in total?,31
How many mirrors does Ella have totaled?,There are 13 mirrors in Avery's collection. Ella has 4 fewer mirrors than Avery.,There are 13 mirrors in Avery's collection. Avery has 4 more mirrors than Ella.,There are 13 mirrors in Avery's collection. Ella has 4 fewer mirrors than Avery. How many mirrors does Ella have in total?,There are 13 mirrors in Avery's collection. Avery has 4 more mirrors than Ella. How many mirrors does Ella have in total?,9
How many packages does Elizabeth have in total now?,James owns 9 backpacks. Each of James's backpack holds 10 packages. There are 5 juicers in every James's package. Elizabeth has 20 fewer packages than James. Elizabeth bought 5 more packages. Elizabeth bought 10 more packages.,James owns 9 backpacks. Each of James's backpack holds 10 packages. There are 5 juicers in every James's package. James has 20 more packages than Elizabeth. Elizabeth bought 5 more packages. Elizabeth bought 10 more packages.,James owns 9 backpacks. Each of James's backpacks holds 10 packages. There are 5 juicers in every package of James's. Elizabeth has 20 fewer packages than James. Elizabeth bought 5 more packages. Elizabeth bought 10 more packages. How many packages does Elizabeth have in total now?,James owns 9 backpacks. Each of James's backpacks holds 10 packages. There are 5 juicers in every package of James's. James has 20 more packages than Elizabeth. Elizabeth bought 5 more packages. Elizabeth bought 10 more packages. How many packages does Elizabeth have in total now?,85
How many watchs does Ava have in all?,There are 10 watchs in James's collection. James bought 9 more watchs. Ava has 5 times as many watchs as James.,There are 10 watchs in James's collection. James bought 9 more watchs. James has 1/5 the amount of watchs as Ava.,There are 10 watches in James's collection. James bought 9 more watches. Ava has 5 times as many watches as James. How many watches does Ava have in total?,There are 10 watches in James's collection. James bought 9 more watches. James has 1/5 the number of watches as Ava. How many watches does Ava have in total?,95
How many meters of rope does Joseph have now?,Ryan has 17 meters of rope. Joseph has 1/17 as much rope in meters as Ryan does. Joseph bought 11 meters more rope.,Ryan has 17 meters of rope. Ryan has 17 times as much rope in meters as Joseph does. Joseph bought 11 meters more rope.,Ryan has 17 meters of rope. Joseph has 1/17 as much rope in meters as Ryan does. Joseph bought 11 more meters of rope. How many meters of rope does Joseph have now?,Ryan has 17 meters of rope. Ryan has 17 times as much rope in meters as Joseph does. Joseph bought 11 more meters of rope. How many meters of rope does Joseph have now?,12
How many keys does Mila have in total?,There are 2 packages in Sophia's collection. Each of Sophia's package holds 8 keys. Sophia bought 13 more keys. Mila has 7 times as many keys as Sophia.,There are 2 packages in Sophia's collection. Each of Sophia's package holds 8 keys. Sophia bought 13 more keys. Sophia has 1/7 the amount of keys as Mila.,There are 2 packages in Sophia's collection. Each package holds 8 keys. Sophia bought 13 more keys. Mila has 7 times as many keys as Sophia. How many keys does Mila have in total?,There are 2 packages in Sophia's collection. Each package holds 8 keys. Sophia bought 13 more keys. Sophia has 1/7 of the amount of keys as Mila. How many keys does Mila have in total?,203
How many grams of butter does Ryan have?,Charlotte has 11 grams of butter. Ryan has 15 grams of butter more than Charlotte.,Charlotte has 11 grams of butter. Charlotte has 15 grams of butter less than Ryan.,Charlotte has 11 grams of butter. Ryan has 15 grams more butter than Charlotte. How many grams of butter does Ryan have?,Charlotte has 11 grams of butter. Charlotte has 15 grams less butter than Ryan. How many grams of butter does Ryan have?,26
How many soaps does Natalie have in total now?,Ryan has 10 soaps. Natalie has 18 times as many soaps as Ryan. Natalie bought 11 soaps.,Ryan has 10 soaps. Ryan has 1/18 the amount of soaps as Natalie. Natalie bought 11 soaps.,Ryan has 10 soaps. Natalie has 18 times as many soaps as Ryan. Natalie bought 11 soaps. How many soaps does Natalie have in total now?,Ryan has 10 soaps. Ryan has 1/18th the amount of soaps as Natalie. Natalie bought 11 soaps. How many soaps does Natalie have in total now?,191
What is the number of small plants that Emily has now?,Amelia has 10 small plants.  Emily has 1/5 the amount of small plants compared to the amount Amelia has. Emily bought 6 small plants.,Amelia has 10 small plants.  Amelia has 5 times the amount of small plants compared to the amount Emily has. Emily bought 6 small plants.,Amelia has 10 small plants. Emily has 1/5 of the number of small plants that Amelia has. Emily bought 6 small plants. What is the number of small plants that Emily has now?,Amelia has 10 small plants. Amelia has 5 times the number of small plants that Emily has. Emily bought 6 small plants. What is the number of small plants that Emily has now?,8
How many rolls of toilet papers does Benjamin have in total?,Mia has 6 packages. Every package that Mia has contains 8 suitcases. Benjamin has 3 fewer suitcases than Mia. Benjamin bought 3 more suitcases. There are 4 rolls of toilet papers in every Benjamin's suitcase.,Mia has 6 packages. Every package that Mia has contains 8 suitcases. Mia has 3 more suitcases than Benjamin. Benjamin bought 3 more suitcases. There are 4 rolls of toilet papers in every Benjamin's suitcase.,Mia has 6 packages. Each package that Mia has contains 8 suitcases. Benjamin has 3 fewer suitcases than Mia. Benjamin bought 3 more suitcases. There are 4 rolls of toilet paper in each of Benjamin's suitcases. How many rolls of toilet paper does Benjamin have in total?,Mia has 6 packages. Each package that Mia has contains 8 suitcases. Mia has 3 more suitcases than Benjamin. Benjamin bought 3 more suitcases. There are 4 rolls of toilet paper in each of Benjamin's suitcases. How many rolls of toilet paper does Benjamin have in total?,192
How many keyboards does Grace have?,Benjamin owns 2 backpacks. Grace has 18 more backpacks than Benjamin. Each of Grace's backpack has 2 boxs. Every box that Grace has contains 3 keyboards.,Benjamin owns 2 backpacks. Benjamin has 18 fewer backpacks than Grace. Each of Grace's backpack has 2 boxs. Every box that Grace has contains 3 keyboards.,Benjamin owns 2 backpacks. Grace has 18 more backpacks than Benjamin. Each of Grace's backpacks has 2 boxes. Every box that Grace has contains 3 keyboards. How many keyboards does Grace have?,Benjamin owns 2 backpacks. Benjamin has 18 fewer backpacks than Grace. Each of Grace's backpacks has 2 boxes. Every box that Grace has contains 3 keyboards. How many keyboards does Grace have?,120
How many kilograms of gold does Sophia have?,Christian has 11 suitcases. Christian possesses 8 kilograms of gold per suitcase. Sophia has 2 times as much gold in kilograms as Christian does.,Christian has 11 suitcases. Christian possesses 8 kilograms of gold per suitcase. Christian has 1/2 as much gold in kilograms as Sophia does.,Christian has 11 suitcases. Each suitcase possesses 8 kilograms of gold. Sophia has twice as much gold in kilograms as Christian does. How many kilograms of gold does Sophia have?,Christian has 11 suitcases. Each suitcase possesses 8 kilograms of gold. Christian has half as much gold in kilograms as Sophia does. How many kilograms of gold does Sophia have?,176
